date,/m/0cjf0,batch_id
2020-02-01 00:00:00,37,0
2020-02-01 01:00:00,33,0
2020-02-01 02:00:00,56,0
2020-02-01 03:00:00,64,0
2020-02-01 04:00:00,59,0
2020-02-01 05:00:00,67,0
2020-02-01 06:00:00,19,0
2020-02-01 07:00:00,29,0
2020-02-01 08:00:00,21,0
2020-02-01 09:00:00,13,0
2020-02-01 10:00:00,16,0
2020-02-01 11:00:00,15,0
2020-02-01 12:00:00,14,0
2020-02-01 13:00:00,8,0
2020-02-01 14:00:00,14,0
2020-02-01 15:00:00,10,0
2020-02-01 16:00:00,15,0
2020-02-01 17:00:00,13,0
2020-02-01 18:00:00,18,0
2020-02-01 19:00:00,16,0
2020-02-01 20:00:00,15,0
2020-02-01 21:00:00,15,0
2020-02-01 22:00:00,15,0
2020-02-01 23:00:00,14,0
2020-02-02 00:00:00,13,0
2020-02-02 01:00:00,37,0
2020-02-02 02:00:00,82,0
2020-02-02 03:00:00,96,0
2020-02-02 04:00:00,58,0
2020-02-02 05:00:00,27,0
2020-02-02 06:00:00,26,0
2020-02-02 07:00:00,20,0
2020-02-02 08:00:00,15,0
2020-02-02 09:00:00,15,0
2020-02-02 10:00:00,17,0
2020-02-02 11:00:00,18,0
2020-02-02 12:00:00,16,0
2020-02-02 13:00:00,10,0
2020-02-02 14:00:00,19,0
2020-02-02 15:00:00,13,0
2020-02-02 16:00:00,24,0
2020-02-02 17:00:00,17,0
2020-02-02 18:00:00,20,0
2020-02-02 19:00:00,20,0
2020-02-02 20:00:00,16,0
2020-02-02 21:00:00,17,0
2020-02-02 22:00:00,16,0
2020-02-02 23:00:00,29,0
2020-02-03 00:00:00,21,0
2020-02-03 01:00:00,35,0
2020-02-03 02:00:00,88,0
2020-02-03 03:00:00,55,0
2020-02-03 04:00:00,53,0
2020-02-03 05:00:00,43,0
2020-02-03 06:00:00,31,0
2020-02-03 07:00:00,16,0
2020-02-03 08:00:00,18,0
2020-02-03 09:00:00,9,0
2020-02-03 10:00:00,8,0
2020-02-03 11:00:00,9,0
2020-02-03 12:00:00,12,0
2020-02-03 13:00:00,13,0
2020-02-03 14:00:00,7,0
2020-02-03 15:00:00,10,0
2020-02-03 16:00:00,11,0
2020-02-03 17:00:00,13,0
2020-02-03 18:00:00,14,0
2020-02-03 19:00:00,17,0
2020-02-03 20:00:00,19,0
2020-02-03 21:00:00,14,0
2020-02-03 22:00:00,21,0
2020-02-03 23:00:00,40,0
2020-02-04 00:00:00,32,0
2020-02-04 01:00:00,45,0
2020-02-04 02:00:00,53,0
2020-02-04 03:00:00,25,0
2020-02-04 04:00:00,22,0
2020-02-04 05:00:00,26,0
2020-02-04 06:00:00,18,0
2020-02-04 07:00:00,13,0
2020-02-04 08:00:00,14,0
2020-02-04 09:00:00,11,0
2020-02-04 10:00:00,8,0
2020-02-04 11:00:00,10,0
2020-02-04 12:00:00,8,0
2020-02-04 13:00:00,7,0
2020-02-04 14:00:00,9,0
2020-02-04 15:00:00,9,0
2020-02-04 16:00:00,7,0
2020-02-04 17:00:00,18,0
2020-02-04 18:00:00,16,0
2020-02-04 19:00:00,22,0
2020-02-04 20:00:00,18,0
2020-02-04 21:00:00,17,0
2020-02-04 22:00:00,12,0
2020-02-04 23:00:00,27,0
2020-02-05 00:00:00,32,0
2020-02-05 01:00:00,72,0
2020-02-05 02:00:00,100,0
2020-02-05 03:00:00,47,0
2020-02-05 04:00:00,16,0
2020-02-05 05:00:00,27,0
2020-02-05 06:00:00,22,0
2020-02-05 07:00:00,16,0
2020-02-05 08:00:00,10,0
2020-02-05 09:00:00,9,0
2020-02-05 10:00:00,10,0
2020-02-05 11:00:00,11,0
2020-02-05 12:00:00,6,0
2020-02-05 13:00:00,8,0
2020-02-05 14:00:00,9,0
2020-02-05 15:00:00,7,0
2020-02-05 16:00:00,7,0
2020-02-05 17:00:00,13,0
2020-02-05 18:00:00,16,0
2020-02-05 19:00:00,19,0
2020-02-05 20:00:00,20,0
2020-02-05 21:00:00,15,0
2020-02-05 22:00:00,18,0
2020-02-05 23:00:00,23,0
2020-02-06 00:00:00,17,0
2020-02-06 01:00:00,27,0
2020-02-06 02:00:00,33,0
2020-02-06 03:00:00,65,0
2020-02-06 04:00:00,41,0
2020-02-06 05:00:00,17,0
2020-02-06 06:00:00,23,0
2020-02-06 07:00:00,12,0
2020-02-06 08:00:00,13,0
2020-02-06 09:00:00,6,0
2020-02-06 10:00:00,13,0
2020-02-06 11:00:00,10,0
2020-02-06 12:00:00,7,0
2020-02-06 13:00:00,7,0
2020-02-06 14:00:00,10,0
2020-02-06 15:00:00,9,0
2020-02-06 16:00:00,12,0
2020-02-06 17:00:00,10,0
2020-02-06 18:00:00,19,0
2020-02-06 19:00:00,14,0
2020-02-06 20:00:00,18,0
2020-02-06 21:00:00,23,0
2020-02-06 22:00:00,18,0
2020-02-06 23:00:00,11,0
2020-02-07 00:00:00,21,0
2020-02-07 01:00:00,14,0
2020-02-07 02:00:00,54,0
2020-02-07 03:00:00,42,0
2020-02-07 04:00:00,49,0
2020-02-07 05:00:00,24,0
2020-02-07 06:00:00,20,0
2020-02-07 07:00:00,17,0
2020-02-07 08:00:00,13,0
2020-02-07 09:00:00,8,0
2020-02-07 10:00:00,12,0
2020-02-07 11:00:00,12,0
2020-02-07 12:00:00,9,0
2020-02-07 13:00:00,7,0
2020-02-07 14:00:00,8,0
2020-02-07 15:00:00,14,0
2020-02-07 16:00:00,9,0
2020-02-07 17:00:00,13,0
2020-02-07 18:00:00,19,0
2020-02-07 19:00:00,19,0
2020-02-07 20:00:00,14,0
2020-02-07 21:00:00,21,0
2020-02-07 22:00:00,19,0
2020-02-07 23:00:00,34,0
2020-02-08 00:00:00,37,0
2020-02-08 01:00:00,38,0
2020-02-08 02:00:00,69,0
2020-02-08 03:00:00,26,0
2020-02-08 04:00:00,43,0
2020-02-08 05:00:00,30,0
2020-02-08 06:00:00,15,0
2020-02-08 07:00:00,16,0
2020-02-08 08:00:00,15,0
2020-02-08 09:00:00,17,0
2020-02-08 10:00:00,12,0
2020-02-08 11:00:00,13,0
2020-02-08 12:00:00,12,0
2020-02-08 13:00:00,18,0
2020-02-08 14:00:00,17,0
2020-02-08 15:00:00,8,0
2020-02-08 16:00:00,12,0
2020-02-08 17:00:00,14,0
2020-02-08 18:00:00,17,0
2020-02-08 19:00:00,21,0
2020-02-08 20:00:00,19,0
2020-02-08 21:00:00,21,0
2020-02-08 22:00:00,19,0
2020-02-08 23:00:00,21,0
2020-02-08 09:00:00,19,1
2020-02-08 10:00:00,13,1
2020-02-08 11:00:00,14,1
2020-02-08 12:00:00,12,1
2020-02-08 13:00:00,19,1
2020-02-08 14:00:00,18,1
2020-02-08 15:00:00,8,1
2020-02-08 16:00:00,13,1
2020-02-08 17:00:00,15,1
2020-02-08 18:00:00,18,1
2020-02-08 19:00:00,22,1
2020-02-08 20:00:00,21,1
2020-02-08 21:00:00,23,1
2020-02-08 22:00:00,20,1
2020-02-08 23:00:00,23,1
2020-02-09 00:00:00,41,1
2020-02-09 01:00:00,26,1
2020-02-09 02:00:00,63,1
2020-02-09 03:00:00,36,1
2020-02-09 04:00:00,35,1
2020-02-09 05:00:00,33,1
2020-02-09 06:00:00,49,1
2020-02-09 07:00:00,38,1
2020-02-09 08:00:00,22,1
2020-02-09 09:00:00,17,1
2020-02-09 10:00:00,20,1
2020-02-09 11:00:00,14,1
2020-02-09 12:00:00,10,1
2020-02-09 13:00:00,12,1
2020-02-09 14:00:00,13,1
2020-02-09 15:00:00,14,1
2020-02-09 16:00:00,17,1
2020-02-09 17:00:00,21,1
2020-02-09 18:00:00,20,1
2020-02-09 19:00:00,22,1
2020-02-09 20:00:00,21,1
2020-02-09 21:00:00,14,1
2020-02-09 22:00:00,19,1
2020-02-09 23:00:00,29,1
2020-02-10 00:00:00,42,1
2020-02-10 01:00:00,58,1
2020-02-10 02:00:00,52,1
2020-02-10 03:00:00,62,1
2020-02-10 04:00:00,38,1
2020-02-10 05:00:00,26,1
2020-02-10 06:00:00,28,1
2020-02-10 07:00:00,17,1
2020-02-10 08:00:00,16,1
2020-02-10 09:00:00,12,1
2020-02-10 10:00:00,13,1
2020-02-10 11:00:00,11,1
2020-02-10 12:00:00,14,1
2020-02-10 13:00:00,12,1
2020-02-10 14:00:00,12,1
2020-02-10 15:00:00,10,1
2020-02-10 16:00:00,14,1
2020-02-10 17:00:00,22,1
2020-02-10 18:00:00,15,1
2020-02-10 19:00:00,22,1
2020-02-10 20:00:00,22,1
2020-02-10 21:00:00,16,1
2020-02-10 22:00:00,24,1
2020-02-10 23:00:00,18,1
2020-02-11 00:00:00,23,1
2020-02-11 01:00:00,100,1
2020-02-11 02:00:00,49,1
2020-02-11 03:00:00,74,1
2020-02-11 04:00:00,39,1
2020-02-11 05:00:00,19,1
2020-02-11 06:00:00,23,1
2020-02-11 07:00:00,16,1
2020-02-11 08:00:00,11,1
2020-02-11 09:00:00,9,1
2020-02-11 10:00:00,10,1
2020-02-11 11:00:00,10,1
2020-02-11 12:00:00,9,1
2020-02-11 13:00:00,10,1
2020-02-11 14:00:00,13,1
2020-02-11 15:00:00,8,1
2020-02-11 16:00:00,15,1
2020-02-11 17:00:00,12,1
2020-02-11 18:00:00,24,1
2020-02-11 19:00:00,16,1
2020-02-11 20:00:00,17,1
2020-02-11 21:00:00,22,1
2020-02-11 22:00:00,18,1
2020-02-11 23:00:00,30,1
2020-02-12 00:00:00,34,1
2020-02-12 01:00:00,66,1
2020-02-12 02:00:00,53,1
2020-02-12 03:00:00,62,1
2020-02-12 04:00:00,68,1
2020-02-12 05:00:00,33,1
2020-02-12 06:00:00,20,1
2020-02-12 07:00:00,14,1
2020-02-12 08:00:00,10,1
2020-02-12 09:00:00,15,1
2020-02-12 10:00:00,11,1
2020-02-12 11:00:00,9,1
2020-02-12 12:00:00,14,1
2020-02-12 13:00:00,13,1
2020-02-12 14:00:00,12,1
2020-02-12 15:00:00,10,1
2020-02-12 16:00:00,13,1
2020-02-12 17:00:00,11,1
2020-02-12 18:00:00,12,1
2020-02-12 19:00:00,22,1
2020-02-12 20:00:00,18,1
2020-02-12 21:00:00,16,1
2020-02-12 22:00:00,16,1
2020-02-12 23:00:00,36,1
2020-02-13 00:00:00,32,1
2020-02-13 01:00:00,59,1
2020-02-13 02:00:00,48,1
2020-02-13 03:00:00,54,1
2020-02-13 04:00:00,43,1
2020-02-13 05:00:00,33,1
2020-02-13 06:00:00,14,1
2020-02-13 07:00:00,15,1
2020-02-13 08:00:00,12,1
2020-02-13 09:00:00,13,1
2020-02-13 10:00:00,10,1
2020-02-13 11:00:00,12,1
2020-02-13 12:00:00,9,1
2020-02-13 13:00:00,12,1
2020-02-13 14:00:00,13,1
2020-02-13 15:00:00,16,1
2020-02-13 16:00:00,9,1
2020-02-13 17:00:00,16,1
2020-02-13 18:00:00,23,1
2020-02-13 19:00:00,16,1
2020-02-13 20:00:00,17,1
2020-02-13 21:00:00,24,1
2020-02-13 22:00:00,20,1
2020-02-13 23:00:00,25,1
2020-02-14 00:00:00,30,1
2020-02-14 01:00:00,35,1
2020-02-14 02:00:00,27,1
2020-02-14 03:00:00,9,1
2020-02-14 04:00:00,44,1
2020-02-14 05:00:00,24,1
2020-02-14 06:00:00,20,1
2020-02-14 07:00:00,16,1
2020-02-14 08:00:00,12,1
2020-02-14 09:00:00,9,1
2020-02-14 10:00:00,6,1
2020-02-14 11:00:00,7,1
2020-02-14 12:00:00,6,1
2020-02-14 13:00:00,6,1
2020-02-14 14:00:00,16,1
2020-02-14 15:00:00,8,1
2020-02-14 16:00:00,13,1
2020-02-14 17:00:00,14,1
2020-02-14 18:00:00,20,1
2020-02-14 19:00:00,16,1
2020-02-14 20:00:00,13,1
2020-02-14 21:00:00,15,1
2020-02-14 22:00:00,14,1
2020-02-14 23:00:00,12,1
2020-02-15 00:00:00,39,1
2020-02-15 01:00:00,39,1
2020-02-15 02:00:00,62,1
2020-02-15 03:00:00,26,1
2020-02-15 04:00:00,29,1
2020-02-15 05:00:00,40,1
2020-02-15 06:00:00,20,1
2020-02-15 07:00:00,19,1
2020-02-15 08:00:00,14,1
2020-02-15 09:00:00,14,1
2020-02-15 10:00:00,15,1
2020-02-15 11:00:00,10,1
2020-02-15 12:00:00,12,1
2020-02-15 13:00:00,16,1
2020-02-15 14:00:00,14,1
2020-02-15 15:00:00,12,1
2020-02-15 16:00:00,14,1
2020-02-15 17:00:00,14,1
2020-02-15 18:00:00,17,1
2020-02-15 19:00:00,16,1
2020-02-15 20:00:00,11,1
2020-02-15 21:00:00,14,1
2020-02-15 22:00:00,9,1
2020-02-15 23:00:00,18,1
2020-02-16 00:00:00,21,1
2020-02-16 01:00:00,43,1
2020-02-16 02:00:00,60,1
2020-02-16 03:00:00,27,1
2020-02-16 04:00:00,44,1
2020-02-16 05:00:00,22,1
2020-02-16 06:00:00,27,1
2020-02-16 07:00:00,24,1
2020-02-16 08:00:00,24,1
